Category,Order Date,Segment,Number of Records,Sales Target (Sales Target)
Office Supplies,3/14/2015,Home Office,1,245
Office Supplies,3/19/2015,Home Office,1,120
Office Supplies,3/19/2015,Home Office,1,162
Office Supplies,3/24/2015,Home Office,1,22
Office Supplies,3/25/2015,Home Office,1,135
Office Supplies,3/27/2015,Home Office,1,8
Office Supplies,4/1/2015,Home Office,1,63
Office Supplies,4/5/2015,Home Office,1,218
Office Supplies,4/6/2015,Home Office,1,3
Office Supplies,4/6/2015,Home Office,1,208
Office Supplies,4/8/2015,Home Office,1,3
Office Supplies,4/9/2015,Home Office,1,236
Office Supplies,4/10/2015,Home Office,1,128
Office Supplies,4/11/2015,Home Office,1,8
Office Supplies,4/11/2015,Home Office,1,46
Office Supplies,4/19/2015,Home Office,1,34
Office Supplies,4/19/2015,Home Office,1,574
Office Supplies,4/29/2015,Home Office,1,179
Office Supplies,5/4/2015,Home Office,1,232
Office Supplies,5/5/2015,Home Office,1,1351
Office Supplies,5/7/2015,Home Office,1,12
Office Supplies,5/11/2015,Home Office,1,140
Office Supplies,5/15/2015,Home Office,1,40
Office Supplies,5/17/2015,Home Office,1,105
Office Supplies,5/18/2015,Home Office,1,28
Office Supplies,5/26/2015,Home Office,1,88
Office Supplies,5/27/2015,Home Office,1,6
Office Supplies,5/27/2015,Home Office,1,107
Office Supplies,5/28/2015,Home Office,1,101
Office Supplies,5/29/2015,Home Office,1,52
Office Supplies,5/30/2015,Home Office,1,113
Office Supplies,6/3/2015,Home Office,1,11
Office Supplies,6/6/2015,Home Office,1,48
Office Supplies,6/7/2015,Home Office,1,2
Office Supplies,6/14/2015,Home Office,1,133
Office Supplies,6/16/2015,Home Office,1,107
Office Supplies,6/20/2015,Home Office,1,23
Office Supplies,6/24/2015,Home Office,1,42
Office Supplies,6/24/2015,Home Office,1,50
Office Supplies,6/25/2015,Home Office,1,1475
Office Supplies,6/28/2015,Home Office,1,592
Office Supplies,7/3/2015,Home Office,1,90
Office Supplies,7/4/2015,Home Office,1,289
Office Supplies,7/5/2015,Home Office,1,19
Office Supplies,7/7/2015,Home Office,1,46
Office Supplies,7/8/2015,Home Office,1,220
Office Supplies,7/11/2015,Home Office,1,138
Office Supplies,7/14/2015,Home Office,1,28
Office Supplies,7/18/2015,Home Office,1,265
Office Supplies,7/26/2015,Home Office,1,284
Office Supplies,7/27/2015,Home Office,1,5
Office Supplies,7/28/2015,Home Office,1,873
Office Supplies,7/28/2015,Home Office,1,1308
Office Supplies,8/3/2015,Home Office,1,940
Office Supplies,8/5/2015,Home Office,1,54
Office Supplies,8/5/2015,Home Office,1,114
Office Supplies,8/14/2015,Home Office,1,165
Office Supplies,8/16/2015,Home Office,1,3
Office Supplies,8/25/2015,Home Office,1,16
Office Supplies,9/2/2015,Home Office,1,255
Office Supplies,9/3/2015,Home Office,1,25
Office Supplies,9/4/2015,Home Office,1,18
Office Supplies,9/5/2015,Home Office,1,3
Office Supplies,9/5/2015,Home Office,1,67
Office Supplies,9/7/2015,Home Office,1,41
Office Supplies,9/8/2015,Home Office,1,12
Office Supplies,9/8/2015,Home Office,1,162
Office Supplies,9/18/2015,Home Office,1,10
Office Supplies,9/18/2015,Home Office,1,197
Office Supplies,9/20/2015,Home Office,1,1526
Office Supplies,9/24/2015,Home Office,1,62
Office Supplies,9/24/2015,Home Office,1,368
Office Supplies,9/26/2015,Home Office,1,39
Office Supplies,9/26/2015,Home Office,1,103
Office Supplies,9/27/2015,Home Office,1,4
Office Supplies,9/29/2015,Home Office,1,129
Office Supplies,10/10/2015,Home Office,1,523
Office Supplies,10/11/2015,Home Office,1,132
Office Supplies,10/12/2015,Home Office,1,39
Office Supplies,10/18/2015,Home Office,1,22
Office Supplies,10/24/2015,Home Office,1,79
Office Supplies,10/24/2015,Home Office,1,1559
Office Supplies,10/26/2015,Home Office,1,457
Office Supplies,11/1/2015,Home Office,1,204
Office Supplies,11/5/2015,Home Office,1,65
Office Supplies,11/16/2015,Home Office,1,9
Office Supplies,11/16/2015,Home Office,1,14
Office Supplies,11/27/2015,Home Office,1,94
Office Supplies,11/30/2015,Home Office,1,54
Office Supplies,12/7/2015,Home Office,1,27
Office Supplies,12/9/2015,Home Office,1,17
Office Supplies,12/10/2015,Home Office,1,77
Office Supplies,12/16/2015,Home Office,1,43
Office Supplies,12/17/2015,Home Office,1,24
Office Supplies,12/18/2015,Home Office,1,5
Office Supplies,12/18/2015,Home Office,1,29
Office Supplies,12/18/2015,Home Office,1,194
Office Supplies,12/21/2015,Home Office,1,8
Office Supplies,12/25/2015,Home Office,1,89
Office Supplies,12/28/2015,Home Office,1,436
Office Supplies,12/28/2015,Home Office,1,543
Office Supplies,12/30/2015,Home Office,1,106
Office Supplies,12/31/2015,Home Office,1,10
Office Supplies,1/2/2016,Home Office,1,592
Office Supplies,1/3/2016,Home Office,1,47
Office Supplies,1/3/2016,Home Office,1,62
Office Supplies,1/5/2016,Home Office,1,589
Office Supplies,1/6/2016,Home Office,1,4622
Office Supplies,1/9/2016,Home Office,1,45
Office Supplies,1/15/2016,Home Office,1,112
Office Supplies,1/16/2016,Home Office,1,60
Office Supplies,1/16/2016,Home Office,1,4572
Office Supplies,1/20/2016,Home Office,1,12
Office Supplies,1/23/2016,Home Office,1,372
Office Supplies,1/29/2016,Home Office,1,37
Office Supplies,1/30/2016,Home Office,1,278
Office Supplies,1/31/2016,Home Office,1,57
Office Supplies,2/10/2016,Home Office,1,58
Office Supplies,2/10/2016,Home Office,1,858
Office Supplies,2/13/2016,Home Office,1,110
Office Supplies,2/20/2016,Home Office,1,97
Office Supplies,2/21/2016,Home Office,1,22
Office Supplies,2/21/2016,Home Office,1,76
Office Supplies,2/21/2016,Home Office,1,172
Office Supplies,2/25/2016,Home Office,1,445
Office Supplies,2/28/2016,Home Office,1,225
Office Supplies,3/2/2016,Home Office,1,1324
Office Supplies,3/9/2016,Home Office,1,75
Office Supplies,3/10/2016,Home Office,1,35
Office Supplies,3/10/2016,Home Office,1,1030
Office Supplies,3/15/2016,Home Office,1,154
Office Supplies,3/18/2016,Home Office,1,96
Office Supplies,3/20/2016,Home Office,1,6
Office Supplies,3/20/2016,Home Office,1,6
Office Supplies,3/22/2016,Home Office,1,13
Office Supplies,3/25/2016,Home Office,1,112
Office Supplies,3/25/2016,Home Office,1,363
Office Supplies,4/5/2016,Home Office,1,65
Office Supplies,4/8/2016,Home Office,1,66
Office Supplies,4/12/2016,Home Office,1,56
Office Supplies,4/16/2016,Home Office,1,7
Office Supplies,4/22/2016,Home Office,1,22
Office Supplies,4/23/2016,Home Office,1,26
Office Supplies,4/28/2016,Home Office,1,332
Office Supplies,4/30/2016,Home Office,1,48
Office Supplies,4/30/2016,Home Office,1,443
Office Supplies,5/3/2016,Home Office,1,2
Office Supplies,5/3/2016,Home Office,1,12
Office Supplies,5/4/2016,Home Office,1,14
Office Supplies,5/5/2016,Home Office,1,105
Office Supplies,5/16/2016,Home Office,1,789
Office Supplies,5/23/2016,Home Office,1,654
Office Supplies,5/24/2016,Home Office,1,20
Office Supplies,5/27/2016,Home Office,1,12
Office Supplies,5/31/2016,Home Office,1,43
Office Supplies,6/1/2016,Home Office,1,2
Office Supplies,6/6/2016,Home Office,1,467
Office Supplies,6/9/2016,Home Office,1,60
Office Supplies,6/10/2016,Home Office,1,105
Office Supplies,6/11/2016,Home Office,1,410
Office Supplies,6/13/2016,Home Office,1,18
Office Supplies,6/22/2016,Home Office,1,54
Office Supplies,6/22/2016,Home Office,1,1642
Office Supplies,6/23/2016,Home Office,1,328
Office Supplies,6/23/2016,Home Office,1,563
Office Supplies,6/24/2016,Home Office,1,17
Office Supplies,6/25/2016,Home Office,1,24
Office Supplies,6/29/2016,Home Office,1,8
Office Supplies,6/29/2016,Home Office,1,106
Office Supplies,7/9/2016,Home Office,1,119
Office Supplies,7/10/2016,Home Office,1,16
Office Supplies,7/14/2016,Home Office,1,110
Office Supplies,7/18/2016,Home Office,1,113
Office Supplies,7/21/2016,Home Office,1,68
Office Supplies,7/22/2016,Home Office,1,12
Office Supplies,7/23/2016,Home Office,1,120
Office Supplies,7/26/2016,Home Office,1,5
Office Supplies,7/28/2016,Home Office,1,53
Office Supplies,7/31/2016,Home Office,1,86
Office Supplies,8/1/2016,Home Office,1,9
Office Supplies,8/12/2016,Home Office,1,359
Office Supplies,8/22/2016,Home Office,1,36
Office Supplies,8/23/2016,Home Office,1,7
Office Supplies,8/31/2016,Home Office,1,71
Office Supplies,9/1/2016,Home Office,1,50
Office Supplies,9/3/2016,Home Office,1,496
Office Supplies,9/6/2016,Home Office,1,522
Office Supplies,9/8/2016,Home Office,1,106
Office Supplies,9/9/2016,Home Office,1,15
Office Supplies,9/9/2016,Home Office,1,173
Office Supplies,9/25/2016,Home Office,1,32
Office Supplies,9/25/2016,Home Office,1,1160
Office Supplies,9/26/2016,Home Office,1,20
Office Supplies,9/26/2016,Home Office,1,90
Office Supplies,9/27/2016,Home Office,1,20
Office Supplies,9/28/2016,Home Office,1,17
Office Supplies,9/28/2016,Home Office,1,23
Office Supplies,9/29/2016,Home Office,1,77
Office Supplies,10/3/2016,Home Office,1,13
Office Supplies,10/5/2016,Home Office,1,41
Office Supplies,10/9/2016,Home Office,1,5
Office Supplies,10/11/2016,Home Office,1,7
Office Supplies,10/12/2016,Home Office,1,345
Office Supplies,10/15/2016,Home Office,1,51
Office Supplies,10/20/2016,Home Office,1,427
Office Supplies,10/21/2016,Home Office,1,32
Office Supplies,10/22/2016,Home Office,1,160
Office Supplies,10/29/2016,Home Office,1,5
Office Supplies,11/3/2016,Home Office,1,294
Office Supplies,11/11/2016,Home Office,1,3
Office Supplies,11/11/2016,Home Office,1,748
Office Supplies,11/14/2016,Home Office,1,102
Office Supplies,11/16/2016,Home Office,1,5
Office Supplies,11/25/2016,Home Office,1,215
Office Supplies,11/26/2016,Home Office,1,144
Office Supplies,11/27/2016,Home Office,1,16
Office Supplies,12/2/2016,Home Office,1,11
Office Supplies,12/2/2016,Home Office,1,321
Office Supplies,12/4/2016,Home Office,1,20
Office Supplies,12/5/2016,Home Office,1,38
Office Supplies,12/10/2016,Home Office,1,41
Office Supplies,12/10/2016,Home Office,1,110
Office Supplies,12/14/2016,Home Office,1,198
Office Supplies,12/15/2016,Home Office,1,4
Office Supplies,12/15/2016,Home Office,1,596
Office Supplies,12/16/2016,Home Office,1,147
Office Supplies,12/16/2016,Home Office,1,2121
Office Supplies,12/19/2016,Home Office,1,2079
Office Supplies,12/25/2016,Home Office,1,21
Office Supplies,12/26/2016,Home Office,1,23
Office Supplies,12/28/2016,Home Office,1,43
Office Supplies,12/28/2016,Home Office,1,122
Technology,1/2/2014,Consumer,1,467
Technology,1/2/2014,Consumer,1,4151
Technology,1/5/2014,Consumer,1,763
Technology,1/5/2014,Consumer,1,1300
Technology,1/16/2014,Consumer,1,354
Technology,1/17/2014,Consumer,1,421
Technology,1/21/2014,Consumer,1,309
Technology,1/23/2014,Consumer,1,1032
Technology,1/29/2014,Consumer,1,60
Technology,1/30/2014,Consumer,1,103
Technology,2/1/2014,Consumer,1,173
Technology,2/2/2014,Consumer,1,107
Technology,2/2/2014,Consumer,1,461
Technology,2/3/2014,Consumer,1,18
Technology,2/5/2014,Consumer,1,238
Technology,2/5/2014,Consumer,1,826
Technology,2/6/2014,Consumer,1,85
Technology,2/8/2014,Consumer,1,98
Technology,2/8/2014,Consumer,1,808
Technology,2/9/2014,Consumer,1,147
Technology,2/10/2014,Consumer,1,454
Technology,2/20/2014,Consumer,1,31
Technology,2/23/2014,Consumer,1,363
Technology,2/23/2014,Consumer,1,1153
Technology,3/1/2014,Consumer,1,105
Technology,3/2/2014,Consumer,1,2
Technology,3/6/2014,Consumer,1,80
Technology,3/7/2014,Consumer,1,99
Technology,3/15/2014,Consumer,1,335
Technology,3/15/2014,Consumer,1,680
Technology,3/16/2014,Consumer,1,371
Technology,3/17/2014,Consumer,1,2274
Technology,3/20/2014,Consumer,1,664
Technology,3/22/2014,Consumer,1,755
Technology,3/25/2014,Consumer,1,110
Technology,3/25/2014,Consumer,1,1088
Technology,4/1/2014,Consumer,1,811
Technology,4/3/2014,Consumer,1,30
Technology,4/4/2014,Consumer,1,47
Technology,4/4/2014,Consumer,1,286
Technology,4/5/2014,Consumer,1,89
Technology,4/5/2014,Consumer,1,796
Technology,4/8/2014,Consumer,1,1436
Technology,4/9/2014,Consumer,1,34
Technology,4/9/2014,Consumer,1,249
Technology,4/18/2014,Consumer,1,232
Technology,4/20/2014,Consumer,1,930
Technology,4/24/2014,Consumer,1,192
Technology,4/24/2014,Consumer,1,476
Technology,4/30/2014,Consumer,1,223
Technology,5/4/2014,Consumer,1,24
Technology,5/4/2014,Consumer,1,238
Technology,5/4/2014,Consumer,1,733
Technology,5/10/2014,Consumer,1,380
Technology,5/11/2014,Consumer,1,268
Technology,5/11/2014,Consumer,1,297
Technology,5/14/2014,Consumer,1,1111
Technology,5/15/2014,Consumer,1,62
Technology,5/15/2014,Consumer,1,3511
Technology,5/16/2014,Consumer,1,21
Technology,5/22/2014,Consumer,1,16
Technology,5/23/2014,Consumer,1,501
Technology,5/24/2014,Consumer,1,55
Technology,5/25/2014,Consumer,1,864
Technology,6/1/2014,Consumer,1,381
Technology,6/1/2014,Consumer,1,1855
Technology,6/3/2014,Consumer,1,97
Technology,6/3/2014,Consumer,1,126
Technology,6/3/2014,Consumer,1,657
Technology,6/5/2014,Consumer,1,42
Technology,6/8/2014,Consumer,1,281
Technology,6/21/2014,Consumer,1,1294
Technology,6/26/2014,Consumer,1,86
Technology,6/26/2014,Consumer,1,541
Technology,7/2/2014,Consumer,1,835
Technology,7/3/2014,Consumer,1,34
Technology,7/4/2014,Consumer,1,111
Technology,7/4/2014,Consumer,1,268
Technology,7/6/2014,Consumer,1,900
Technology,7/9/2014,Consumer,1,12
Technology,7/9/2014,Consumer,1,54
Technology,7/14/2014,Consumer,1,49
Technology,7/25/2014,Consumer,1,606
Technology,7/26/2014,Consumer,1,358
Technology,7/29/2014,Consumer,1,515
Technology,8/2/2014,Consumer,1,543
Technology,8/3/2014,Consumer,1,408
Technology,8/4/2014,Consumer,1,567
Technology,8/5/2014,Consumer,1,66
Technology,8/6/2014,Consumer,1,1704
Technology,8/12/2014,Consumer,1,634
Technology,8/12/2014,Consumer,1,4343
Technology,8/14/2014,Consumer,1,62
Technology,8/15/2014,Consumer,1,649
Technology,8/20/2014,Consumer,1,120
Technology,8/22/2014,Consumer,1,592
Technology,8/23/2014,Consumer,1,605
Technology,8/27/2014,Consumer,1,1294
Technology,8/31/2014,Consumer,1,1161
Technology,9/2/2014,Consumer,1,286
Technology,9/6/2014,Consumer,1,1157
Technology,9/9/2014,Consumer,1,152
Technology,9/12/2014,Consumer,1,1187
Technology,9/16/2014,Consumer,1,18
Technology,9/16/2014,Consumer,1,1533
Technology,9/17/2014,Consumer,1,46
Technology,9/18/2014,Consumer,1,158
Technology,9/20/2014,Consumer,1,16
Technology,9/27/2014,Consumer,1,407
Technology,9/29/2014,Consumer,1,360
Technology,9/29/2014,Consumer,1,647
Technology,10/6/2014,Consumer,1,67
Technology,10/12/2014,Consumer,1,598
Technology,10/20/2014,Consumer,1,1167
Technology,11/2/2014,Consumer,1,4735
Technology,11/3/2014,Consumer,1,1096
Technology,11/12/2014,Consumer,1,9625
Technology,11/14/2014,Consumer,1,388
Technology,11/15/2014,Consumer,1,79
Technology,11/23/2014,Consumer,1,1778
Technology,12/17/2014,Consumer,1,102
Technology,12/18/2014,Consumer,1,272
Technology,12/19/2014,Consumer,1,376
Technology,12/25/2014,Consumer,1,729
Technology,12/26/2014,Consumer,1,73
Technology,12/27/2014,Consumer,1,772
Technology,1/3/2015,Consumer,1,49
Technology,1/3/2015,Consumer,1,237
Technology,1/7/2015,Consumer,1,34
Technology,1/7/2015,Consumer,1,231
Technology,1/9/2015,Consumer,1,58
Technology,1/9/2015,Consumer,1,294
Technology,1/11/2015,Consumer,1,1423
Technology,1/15/2015,Consumer,1,235
Technology,1/20/2015,Consumer,1,515
Technology,1/23/2015,Consumer,1,11
Technology,1/26/2015,Consumer,1,879
Technology,1/29/2015,Consumer,1,1369
Technology,1/30/2015,Consumer,1,356
Technology,2/2/2015,Consumer,1,42
Technology,2/6/2015,Consumer,1,269
Technology,2/14/2015,Consumer,1,1511
Technology,2/15/2015,Consumer,1,582
Technology,2/16/2015,Consumer,1,236
Technology,2/17/2015,Consumer,1,571
Technology,2/18/2015,Consumer,1,3975
Technology,2/25/2015,Consumer,1,933
Technology,3/5/2015,Consumer,1,272
Technology,3/5/2015,Consumer,1,618
Technology,3/6/2015,Consumer,1,511
Technology,3/9/2015,Consumer,1,9942
Technology,3/12/2015,Consumer,1,74
Technology,3/15/2015,Consumer,1,1159
Technology,3/19/2015,Consumer,1,1316
Technology,3/21/2015,Consumer,1,37
Technology,3/23/2015,Consumer,1,1967
Technology,3/27/2015,Consumer,1,22
Technology,3/28/2015,Consumer,1,238
Technology,3/29/2015,Consumer,1,28
Technology,3/29/2015,Consumer,1,93
Technology,3/30/2015,Consumer,1,689
Technology,3/31/2015,Consumer,1,809
Technology,4/1/2015,Consumer,1,1023
Technology,4/6/2015,Consumer,1,3337
Technology,4/9/2015,Consumer,1,92
Technology,4/13/2015,Consumer,1,66
Technology,4/13/2015,Consumer,1,689
Technology,4/14/2015,Consumer,1,569
Technology,4/16/2015,Consumer,1,196
Technology,4/20/2015,Consumer,1,37
Technology,4/22/2015,Consumer,1,50
Technology,4/22/2015,Consumer,1,709
Technology,5/6/2015,Consumer,1,16
Technology,5/7/2015,Consumer,1,314
Technology,5/13/2015,Consumer,1,346
Technology,5/14/2015,Consumer,1,90
Technology,5/17/2015,Consumer,1,308
Technology,5/26/2015,Consumer,1,155
Technology,5/29/2015,Consumer,1,3598
Technology,5/30/2015,Consumer,1,499
Technology,6/4/2015,Consumer,1,1197
Technology,6/6/2015,Consumer,1,853
Technology,6/8/2015,Consumer,1,18
Technology,6/8/2015,Consumer,1,110
Technology,6/9/2015,Consumer,1,385
Technology,6/10/2015,Consumer,1,449
Technology,6/12/2015,Consumer,1,432
Technology,6/13/2015,Consumer,1,88
Technology,6/13/2015,Consumer,1,277
Technology,6/16/2015,Consumer,1,144
Technology,6/16/2015,Consumer,1,153
Technology,6/22/2015,Consumer,1,60
Technology,6/23/2015,Consumer,1,83
Technology,6/24/2015,Consumer,1,119
Technology,6/24/2015,Consumer,1,1336
Technology,6/30/2015,Consumer,1,564
Technology,7/4/2015,Consumer,1,387
Technology,7/6/2015,Consumer,1,45
Technology,7/10/2015,Consumer,1,51
Technology,7/18/2015,Consumer,1,146
Technology,7/20/2015,Consumer,1,127
Technology,7/20/2015,Consumer,1,1858
Technology,7/31/2015,Consumer,1,55
Technology,8/1/2015,Consumer,1,97
Technology,8/4/2015,Consumer,1,503
Technology,8/5/2015,Consumer,1,220
Technology,8/5/2015,Consumer,1,225
Technology,8/9/2015,Consumer,1,574
Technology,8/12/2015,Consumer,1,29
Technology,8/12/2015,Consumer,1,356
Technology,8/12/2015,Consumer,1,361
Technology,8/13/2015,Consumer,1,502
Technology,8/13/2015,Consumer,1,2059
Technology,8/18/2015,Consumer,1,497
Technology,8/20/2015,Consumer,1,73
Technology,8/26/2015,Consumer,1,49
Technology,8/28/2015,Consumer,1,179
Technology,8/30/2015,Consumer,1,69
Technology,9/3/2015,Consumer,1,453
Technology,9/10/2015,Consumer,1,1115
Technology,9/14/2015,Consumer,1,862
Technology,9/16/2015,Consumer,1,500
Technology,9/16/2015,Consumer,1,762
Technology,9/17/2015,Consumer,1,230
Technology,9/18/2015,Consumer,1,71
Technology,9/18/2015,Consumer,1,84
Technology,9/18/2015,Consumer,1,350
Technology,9/19/2015,Consumer,1,42
Technology,9/22/2015,Consumer,1,176
Technology,9/24/2015,Consumer,1,43
Technology,9/25/2015,Consumer,1,172
Technology,9/25/2015,Consumer,1,986
Technology,9/28/2015,Consumer,1,2772
Technology,10/3/2015,Consumer,1,12
Technology,10/7/2015,Consumer,1,89
Technology,10/19/2015,Consumer,1,23
Technology,10/21/2015,Consumer,1,174
Technology,10/25/2015,Consumer,1,107
Technology,11/1/2015,Consumer,1,1005
Technology,11/2/2015,Consumer,1,547
Technology,11/4/2015,Consumer,1,210
Technology,11/8/2015,Consumer,1,833
Technology,11/12/2015,Consumer,1,898
Technology,11/16/2015,Consumer,1,1734
Technology,11/19/2015,Consumer,1,2226
Technology,11/20/2015,Consumer,1,1827
Technology,12/4/2015,Consumer,1,110
Technology,12/8/2015,Consumer,1,228
Technology,12/8/2015,Consumer,1,792
Technology,12/15/2015,Consumer,1,486
Technology,12/16/2015,Consumer,1,42
Technology,12/16/2015,Consumer,1,1122
Technology,12/18/2015,Consumer,1,14700
Technology,12/19/2015,Consumer,1,137
Technology,12/21/2015,Consumer,1,437
Technology,12/21/2015,Consumer,1,571
Technology,12/25/2015,Consumer,1,219
Technology,12/27/2015,Consumer,1,259
Technology,12/28/2015,Consumer,1,1490
Technology,1/1/2016,Consumer,1,181
Technology,1/2/2016,Consumer,1,773
Technology,1/3/2016,Consumer,1,1161
Technology,1/4/2016,Consumer,1,803
Technology,1/7/2016,Consumer,1,744
Technology,1/9/2016,Consumer,1,518
Technology,1/9/2016,Consumer,1,742
Technology,1/10/2016,Consumer,1,331
Technology,1/12/2016,Consumer,1,133
Technology,1/13/2016,Consumer,1,125
Technology,1/14/2016,Consumer,1,243
Technology,1/17/2016,Consumer,1,608
Technology,1/18/2016,Consumer,1,123
Technology,1/20/2016,Consumer,1,404
Technology,1/23/2016,Consumer,1,803
Technology,1/24/2016,Consumer,1,104
Technology,1/26/2016,Consumer,1,131
Technology,2/1/2016,Consumer,1,678
Technology,2/2/2016,Consumer,1,42
Technology,2/2/2016,Consumer,1,841
Technology,2/3/2016,Consumer,1,829
Technology,2/5/2016,Consumer,1,25
Technology,2/6/2016,Consumer,1,36
Technology,2/6/2016,Consumer,1,2601
Technology,2/7/2016,Consumer,1,84
Technology,2/7/2016,Consumer,1,267
Technology,2/7/2016,Consumer,1,743
Technology,2/11/2016,Consumer,1,30
Technology,2/11/2016,Consumer,1,586
Technology,2/12/2016,Consumer,1,143
Technology,2/12/2016,Consumer,1,254
Technology,2/12/2016,Consumer,1,528
Technology,2/15/2016,Consumer,1,1133
Technology,2/16/2016,Consumer,1,45
Technology,2/20/2016,Consumer,1,468
Technology,2/20/2016,Consumer,1,1923
Technology,2/21/2016,Consumer,1,178
Technology,2/21/2016,Consumer,1,526
Technology,2/21/2016,Consumer,1,1439
Technology,2/25/2016,Consumer,1,923
Technology,2/26/2016,Consumer,1,83
Technology,2/26/2016,Consumer,1,377
Technology,2/26/2016,Consumer,1,1232
Technology,2/28/2016,Consumer,1,378
Technology,2/28/2016,Consumer,1,994
Technology,2/28/2016,Consumer,1,2852
Technology,3/2/2016,Consumer,1,613
Technology,3/5/2016,Consumer,1,92
Technology,3/5/2016,Consumer,1,338
Technology,3/6/2016,Consumer,1,1422
Technology,3/7/2016,Consumer,1,245
Technology,3/9/2016,Consumer,1,26
Technology,3/10/2016,Consumer,1,202
Technology,3/15/2016,Consumer,1,431
Technology,3/16/2016,Consumer,1,536
Technology,3/18/2016,Consumer,1,78
Technology,3/25/2016,Consumer,1,1115
Technology,3/26/2016,Consumer,1,264
Technology,3/27/2016,Consumer,1,118
Technology,3/28/2016,Consumer,1,108
Technology,3/29/2016,Consumer,1,442
Technology,3/29/2016,Consumer,1,452
Technology,3/30/2016,Consumer,1,2171
Technology,4/3/2016,Consumer,1,274
Technology,4/8/2016,Consumer,1,29
Technology,4/8/2016,Consumer,1,148
Technology,4/8/2016,Consumer,1,426
Technology,4/13/2016,Consumer,1,264
Technology,4/19/2016,Consumer,1,612
Technology,4/20/2016,Consumer,1,68
Technology,4/21/2016,Consumer,1,294
Technology,4/24/2016,Consumer,1,31
Technology,4/28/2016,Consumer,1,230
Technology,4/29/2016,Consumer,1,838
Technology,4/30/2016,Consumer,1,1782
Technology,4/30/2016,Consumer,1,2025
Technology,5/2/2016,Consumer,1,390
Technology,5/12/2016,Consumer,1,31
Technology,5/15/2016,Consumer,1,4500
Technology,5/17/2016,Consumer,1,1216
Technology,5/18/2016,Consumer,1,495
Technology,5/19/2016,Consumer,1,582
Technology,5/24/2016,Consumer,1,1824
Technology,5/28/2016,Consumer,1,65
Technology,5/31/2016,Consumer,1,237
Technology,6/1/2016,Consumer,1,1310
Technology,6/9/2016,Consumer,1,2207
Technology,6/11/2016,Consumer,1,461
Technology,6/14/2016,Consumer,1,1632
Technology,6/20/2016,Consumer,1,150
Technology,6/20/2016,Consumer,1,552
Technology,6/25/2016,Consumer,1,648
Technology,6/26/2016,Consumer,1,178
Technology,6/30/2016,Consumer,1,4165
Technology,7/3/2016,Consumer,1,1
Technology,7/3/2016,Consumer,1,322
Technology,7/4/2016,Consumer,1,718
Technology,7/4/2016,Consumer,1,2716
Technology,7/6/2016,Consumer,1,1073
Technology,7/7/2016,Consumer,1,1504
Technology,7/8/2016,Consumer,1,144
Technology,7/10/2016,Consumer,1,77
Technology,7/13/2016,Consumer,1,245
Technology,7/14/2016,Consumer,1,185
Technology,7/18/2016,Consumer,1,725
Technology,7/19/2016,Consumer,1,110
Technology,7/22/2016,Consumer,1,45
Technology,7/27/2016,Consumer,1,4452
Technology,7/28/2016,Consumer,1,347
Technology,7/31/2016,Consumer,1,26
Technology,8/9/2016,Consumer,1,30
Technology,8/9/2016,Consumer,1,55
Technology,8/9/2016,Consumer,1,98
Technology,8/10/2016,Consumer,1,94
Technology,8/13/2016,Consumer,1,63
Technology,8/13/2016,Consumer,1,317
Technology,8/13/2016,Consumer,1,620
Technology,8/13/2016,Consumer,1,804
Technology,8/13/2016,Consumer,1,879
Technology,8/17/2016,Consumer,1,369
Technology,8/17/2016,Consumer,1,547
Technology,8/18/2016,Consumer,1,140
Technology,8/18/2016,Consumer,1,566
Technology,8/18/2016,Consumer,1,1552
Technology,8/20/2016,Consumer,1,76
Technology,8/20/2016,Consumer,1,410
Technology,8/20/2016,Consumer,1,1955
Technology,8/22/2016,Consumer,1,87
Technology,8/28/2016,Consumer,1,38
Technology,8/28/2016,Consumer,1,515
Technology,8/29/2016,Consumer,1,116
Technology,9/5/2016,Consumer,1,333
Technology,9/6/2016,Consumer,1,199
Technology,9/8/2016,Consumer,1,39
Technology,9/9/2016,Consumer,1,139
Technology,9/9/2016,Consumer,1,2156
Technology,9/21/2016,Consumer,1,66
Technology,9/22/2016,Consumer,1,297
Technology,9/22/2016,Consumer,1,1325
Technology,9/22/2016,Consumer,1,4361
Technology,9/25/2016,Consumer,1,745
Technology,9/26/2016,Consumer,1,53
Technology,9/27/2016,Consumer,1,107
Technology,9/27/2016,Consumer,1,115
Technology,10/1/2016,Consumer,1,775
Technology,10/6/2016,Consumer,1,318
Technology,10/13/2016,Consumer,1,52
Technology,10/21/2016,Consumer,1,503
Technology,10/26/2016,Consumer,1,679
Technology,10/30/2016,Consumer,1,422
Technology,10/31/2016,Consumer,1,1512
Technology,11/4/2016,Consumer,1,95
Technology,11/4/2016,Consumer,1,152
Technology,11/4/2016,Consumer,1,189
Technology,11/5/2016,Consumer,1,28
Technology,11/9/2016,Consumer,1,505
Technology,11/13/2016,Consumer,1,320
Technology,11/14/2016,Consumer,1,410
Technology,11/19/2016,Consumer,1,113
Technology,11/20/2016,Consumer,1,90
Technology,11/25/2016,Consumer,1,251
Technology,11/26/2016,Consumer,1,18
Technology,11/26/2016,Consumer,1,146
Technology,11/27/2016,Consumer,1,110
Technology,12/6/2016,Consumer,1,2828
Technology,12/10/2016,Consumer,1,111
Technology,12/16/2016,Consumer,1,76
Technology,12/22/2016,Consumer,1,829
